id|tollbooth_id|tramo_name|motorbike|car|Car-axle|b2|b3|b4|t2|t3|t4|t5|t6|t7|t8|t9|Load-axle|road_length_km|fair_ref|sct_idVia|via
261|532|TOLUCA-ZITACUARO RAMAL A VALLE DE BRA|$      2 3.00|$          4 7.00|$      2 3.00|$       9 3.00|$       9 3.00|$       9 3.00|$       9 3.00|$       9 3.00|$          9 3.00|$        1 40.00|$       1 40.00|$       1 86.00|$         1 86.00|$        1 86.00|||pase||
262|531|TOLUCA-ZITACUARO RAMAL A VALLE DE BRA|$      6 6.00|$        1 33.00|$      6 6.00|$    2 65.00|$    2 65.00|$    2 65.00|$    2 65.00|$    2 65.00|$        2 65.00|$        3 98.00|$       3 98.00|$       5 30.00|$         5 30.00|$        5 30.00|||pase||
263|530|TOLUCA-ZITACUARO RAMAL A VALLE DE BRA|$      6 6.00|$        1 33.00|$      6 6.00|$    2 65.00|$    2 65.00|$    2 65.00|$    2 65.00|$    2 65.00|$        2 65.00|$        3 98.00|$       3 98.00|$       5 30.00|$         5 30.00|$        5 30.00|||pase||
264|530|TOLUCA-ZITACUARO RAMAL A VALLE DE BRA|$      5 4.00|$        1 08.00|$      5 4.00|$    2 16.00|$    2 16.00|$    2 16.00|$    2 16.00|$    2 16.00|$        2 16.00|$        3 25.00|$       3 25.00|$       4 33.00|$         4 33.00|$        4 33.00|||pase||
265|530|TOLUCA-ZITACUARO RAMAL A VALLE DE BRA|$      1 2.00|$          2 4.00|$      1 2.00|$       4 9.00|$       4 9.00|$       4 9.00|$       4 9.00|$       4 9.00|$          4 9.00|$          7 3.00|$         7 3.00|$         9 8.00|$           9 8.00|$          9 8.00|||pase||
266|489|TOLUCA-ZITACUARO RAMAL A VALLE DE BRA|$      3 3.00|$          6 6.00|$      3 3.00|$    1 32.00|$    1 32.00|$    1 32.00|$    1 32.00|$    1 32.00|$        1 32.00|$        1 98.00|$       1 98.00|$       2 64.00|$         2 64.00|$        2 64.00|||pase||
267|940|ZITACUARO-LENGUA DE VACA|$      2 7.00|$          5 5.00|$      2 8.00|$    1 11.00|$    1 11.00|$    1 11.00|$    1 11.00|$    1 11.00|$        1 11.00|$        1 66.00|$       1 66.00|$       2 21.00|$         2 21.00|$        2 21.00|||pase||
268|444|TOLUCA-ATLACOMULCO|$      2 8.00|$          5 6.00|$      2 8.00|$       8 1.00|$    1 40.00|$    1 91.00|$       8 1.00|$    1 40.00|$        1 91.00|$        2 47.00|$       3 06.00|$       3 42.00|$         3 80.00|$        4 49.00|$     5 6.00||pase||
269|445|TOLUCA-ATLACOMULCO|$      2 8.00|$          5 6.00|$      2 8.00|$       8 1.00|$    1 40.00|$    1 91.00|$       8 1.00|$    1 40.00|$        1 91.00|$        2 47.00|$       3 06.00|$       3 42.00|$         3 80.00|$        4 49.00|$     5 6.00||pase||
270|448|Atlacomulco-venta de bravo|$      3 3.00|$          6 6.00|$      3 4.00|$    1 41.00|$    1 41.00|$    1 41.00|$    1 41.00|$    1 41.00|$        1 41.00|$        2 17.00|$       2 17.00|$       2 75.00|$         2 75.00|$        2 75.00|$     7 1.00|32.175|pase|4|Atlacomulco-maravatío
271|449|venta de bravo-maravatio|$      3 3.00|$          6 6.00|$      3 4.00|$    1 41.00|$    1 41.00|$    1 41.00|$    1 41.00|$    1 41.00|$        1 41.00|$        2 17.00|$       2 17.00|$       2 75.00|$         2 75.00|$        2 75.00|$     7 1.00|32.175|pase|4|Atlacomulco-maravatío
272|144|Maravatio-morelia|$      9 6.00|$        1 93.00|$      9 8.00|$    3 65.00|$    3 65.00|$    3 65.00|$    3 51.00|$    3 51.00|$        3 51.00|$        4 76.00|$       4 76.00|$       5 67.00|$         5 67.00|$        5 67.00|$   1 63.00|75.427|pase|49|Maravatío-zapotlanejo
273|144|Zinapecuaro-morelia|$      5 0.00|$        1 00.00|$      5 0.00|$    1 83.00|$    1 83.00|$    1 83.00|$    1 77.00|$    1 77.00|$        1 77.00|$        2 41.00|$       2 41.00|$       2 85.00|$         2 85.00|$        2 85.00|$     8 3.00|38.211|pase|49|Maravatío-zapotlanejo
274|144|Maravatio-zinapecuaro|$      4 6.00|$          9 3.00|$      4 9.00|$    1 82.00|$    1 82.00|$    1 82.00|$    1 74.00|$    1 74.00|$        1 74.00|$        2 34.00|$       2 34.00|$       2 82.00|$         2 82.00|$        2 82.00|$     8 0.00|37.216|pase|49|Maravatío-zapotlanejo
275|144|Maravatio-jerahuaro|$      2 7.00|$          5 5.00|$      3 0.00|$    1 06.00|$    1 06.00|$    1 06.00|$       9 7.00|$       9 7.00|$          9 7.00|$        1 37.00|$       1 37.00|$       1 66.00|$         1 66.00|$        1 66.00|$     4 7.00|21.113|pase|49|Maravatío-zapotlanejo
276|144|Morelia-copandaro|$        9 .00|$          1 8.00|$        8 .00|$       3 4.00|$       3 4.00|$       3 4.00|$       3 3.00|$       3 3.00|$          3 3.00|$          4 7.00|$         4 7.00|$         5 5.00|$           5 5.00|$          5 5.00|$     1 5.00|7.411|pase|49|Maravatío-zapotlanejo
277|145|Morelia-churintzio|$   1 25.00|$        2 51.00|$   1 33.00|$    4 73.00|$    4 73.00|$    4 73.00|$    4 63.00|$    4 63.00|$        4 63.00|$        6 66.00|$       6 66.00|$       7 77.00|$         7 77.00|$        7 77.00|$   2 13.00|105.894|pase|49|Maravatío-zapotlanejo
278|145|Morelia-panindicuaro|$      8 1.00|$        1 63.00|$      8 7.00|$    3 03.00|$    3 03.00|$    3 03.00|$    2 97.00|$    2 97.00|$        2 97.00|$        4 23.00|$       4 23.00|$       4 86.00|$         4 86.00|$        4 86.00|$   1 35.00|66.663|pase|49|Maravatío-zapotlanejo
279|145|Morelia-huaniqueo|$      4 8.00|$          9 7.00|$      5 3.00|$    1 83.00|$    1 83.00|$    1 83.00|$    1 79.00|$    1 79.00|$        1 79.00|$        2 47.00|$       2 47.00|$       2 76.00|$         2 76.00|$        2 76.00|$     8 4.00|39.573|pase|49|Maravatío-zapotlanejo
280|145|Panindicuaro-churintzio|$      4 4.00|$          8 8.00|$      4 7.00|$    1 71.00|$    1 71.00|$    1 71.00|$    1 66.00|$    1 66.00|$        1 66.00|$        2 44.00|$       2 44.00|$       2 91.00|$         2 91.00|$        2 91.00|$     7 8.00|39.231|pase|49|Maravatío-zapotlanejo
281|146|Churintzio-la barca|$      6 7.00|$        1 35.00|$      7 2.00|$    2 49.00|$    2 49.00|$    2 49.00|$    2 45.00|$    2 45.00|$        2 45.00|$        3 51.00|$       3 51.00|$       4 17.00|$         4 17.00|$        4 17.00|$   1 13.00|55.823|pase|49|Maravatío-zapotlanejo
282|146|MARAVATIO-ZAPOTLANEJO|$      3 8.00|$          7 7.00|$      4 7.00|$    1 63.00|$    1 63.00|$    1 63.00|$    1 60.00|$    1 60.00|$        1 60.00|$        2 29.00|$       2 29.00|$       2 73.00|$         2 73.00|$        2 73.00|$     7 4.00||pase|49|Maravatío-zapotlanejo
283|146|la sauceda-zapotlanejo|$      1 9.00|$          3 9.00|$      1 6.00|$       6 1.00|$       6 1.00|$       6 1.00|$       5 9.00|$       5 9.00|$          5 9.00|$          8 3.00|$         8 3.00|$         9 6.00|$           9 6.00|$          9 6.00|$     3 0.00|12.9|pase|49|Maravatío-zapotlanejo
284|146|Churintzio-ecuandureo|$      1 3.00|$          2 6.00|$      1 6.00|$       5 8.00|$       5 8.00|$       5 8.00|$       5 6.00|$       5 6.00|$          5 6.00|$          8 0.00|$         8 0.00|$       1 03.00|$         1 03.00|$        1 03.00|$     2 8.00|13.682|pase|49|Maravatío-zapotlanejo
285|147|MARAVATIO-ZAPOTLANEJO|$   1 32.00|$        2 65.00|$   1 43.00|$    4 53.00|$    4 53.00|$    4 53.00|$    4 40.00|$    4 40.00|$        4 40.00|$        6 74.00|$       6 74.00|$       8 39.00|$         8 39.00|$        8 39.00|$   2 06.00||pase|49|Maravatío-zapotlanejo
286|147|MARAVATIO-ZAPOTLANEJO|$   1 22.00|$        2 45.00|$   1 30.00|$    4 06.00|$    4 06.00|$    4 06.00|$    3 92.00|$    3 92.00|$        3 92.00|$        6 03.00|$       6 03.00|$       7 32.00|$         7 32.00|$        7 32.00|$   1 83.00||pase|49|Maravatío-zapotlanejo
287|147|MARAVATIO-ZAPOTLANEJO|$      9 9.00|$        2 00.00|$   1 09.00|$    3 43.00|$    3 43.00|$    3 43.00|$    3 28.00|$    3 28.00|$        3 28.00|$        5 21.00|$       5 21.00|$       6 29.00|$         6 29.00|$        6 29.00|$   1 52.00||pase|49|Maravatío-zapotlanejo
288|147|MARAVATIO-ZAPOTLANEJO|$      9 9.00|$        1 98.00|$   1 07.00|$    3 35.00|$    3 35.00|$    3 35.00|$    3 21.00|$    3 21.00|$        3 21.00|$        5 24.00|$       5 24.00|$       6 68.00|$         6 68.00|$        6 68.00|$   1 51.00||pase|49|Maravatío-zapotlanejo
289|147|la barca-zapotlanejo|$      9 5.00|$        1 91.00|$   1 01.00|$    3 44.00|$    3 44.00|$    3 44.00|$    3 35.00|$    3 35.00|$        3 35.00|$        4 58.00|$       4 58.00|$       5 49.00|$         5 49.00|$        5 49.00|$   1 58.00|72.556|pase|49|Maravatío-zapotlanejo
290|147|MARAVATIO-ZAPOTLANEJO|$      9 5.00|$        1 91.00|$   1 01.00|$    3 44.00|$    3 44.00|$    3 44.00|$    3 35.00|$    3 35.00|$        3 35.00|$        4 58.00|$       4 58.00|$       5 49.00|$         5 49.00|$        5 49.00|$   1 58.00||pase|49|Maravatío-zapotlanejo
291|147|MARAVATIO-ZAPOTLANEJO|$      7 2.00|$        1 45.00|$      7 6.00|$    2 61.00|$    2 61.00|$    2 61.00|$    2 53.00|$    2 53.00|$        2 53.00|$        3 90.00|$       3 90.00|$       4 66.00|$         4 66.00|$        4 66.00|$   1 18.00||pase|49|Maravatío-zapotlanejo
292|147|Ocotlan-zapotlanejo|$      6 2.00|$        1 24.00|$      6 5.00|$    2 26.00|$    2 26.00|$    2 26.00|$    2 16.00|$    2 16.00|$        2 16.00|$        3 08.00|$       3 08.00|$       3 78.00|$         3 78.00|$        3 78.00|$   1 03.00|48.095|pase|49|Maravatío-zapotlanejo
293|147|MARAVATIO-ZAPOTLANEJO|$      6 2.00|$        1 24.00|$      6 5.00|$    2 26.00|$    2 26.00|$    2 26.00|$    2 16.00|$    2 16.00|$        2 16.00|$        3 08.00|$       3 08.00|$       3 78.00|$         3 78.00|$        3 78.00|$   1 03.00||pase|49|Maravatío-zapotlanejo
294|147|MARAVATIO-ZAPOTLANEJO|$      5 8.00|$        1 17.00|$      5 9.00|$    2 35.00|$    2 35.00|$    2 35.00|$    2 30.00|$    2 30.00|$        2 30.00|$        2 42.00|$       2 42.00|$       2 59.00|$         2 59.00|$        2 59.00|$   1 10.00||pase|49|Maravatío-zapotlanejo
295|147|zapotlanejo del rey-zapotlanejo|$      3 6.00|$          7 3.00|$      3 8.00|$    1 33.00|$    1 33.00|$    1 33.00|$    1 29.00|$    1 29.00|$        1 29.00|$        1 81.00|$       1 81.00|$       2 16.00|$         2 16.00|$        2 16.00|$     5 9.00|28.7|pase|49|Maravatío-zapotlanejo
296|147|la barca-ocotlan|$      3 3.00|$          6 7.00|$      3 6.00|$    1 19.00|$    1 19.00|$    1 19.00|$    1 19.00|$    1 19.00|$        1 19.00|$        1 49.00|$       1 49.00|$       1 71.00|$         1 71.00|$        1 71.00|$     5 5.00|23.811|pase|49|Maravatío-zapotlanejo
297|147|MARAVATIO-ZAPOTLANEJO|$      2 5.00|$          5 0.00|$      2 3.00|$    1 17.00|$    1 17.00|$    1 17.00|$    1 11.00|$    1 11.00|$        1 11.00|$          9 2.00|$         9 2.00|$         8 8.00|$           8 8.00|$          8 8.00|$     5 5.00||pase|49|Maravatío-zapotlanejo
298|328|ECUANDUREO-LA BARCA|$      6 1.00|$        1 23.00|$      6 9.00|$    2 53.00|$    2 53.00|$    2 53.00|$    2 50.00|$    2 50.00|$        2 50.00|$        3 64.00|$       3 64.00|$       4 52.00|$         4 52.00|$        4 52.00|$   1 24.00|42.141|pase|49|Maravatío-zapotlanejo
299|42|PUENTE NACIONAL LA PIEDAD|$        8 .00|$          1 5.00|$        8 .00|$       2 3.00|$       2 3.00|$       2 3.00|$       2 3.00|$       2 3.00|$          3 5.00|$          3 5.00|$         5 4.00|$         5 4.00|$           5 4.00|$          5 4.00|$     1 2.00|0.092|pase|79|puente la piedad
300|463|laguna larga-patti II|$      3 0.00|$          6 1.00|$      3 1.00|$    1 06.00|$    1 06.00|$    1 06.00|$    1 06.00|$    1 06.00|$        1 06.00|$        1 69.00|$       1 69.00|$       2 12.00|$         2 12.00|$        2 12.00|$     5 1.00|21.388|pase|225|libramiento de la piedad
301|463|Calera-patti II|$      2 5.00|$          5 1.00|$      2 5.00|$    1 03.00|$    1 03.00|$    1 03.00|$    1 03.00|$    1 03.00|$        1 03.00|$        1 55.00|$       1 55.00|$       2 01.00|$         2 01.00|$        2 01.00|$     4 0.00|16.08|pase|225|libramiento de la piedad
302|463|laguna larga-calera|$        8 .00|$          1 7.00|$        8 .00|$       3 7.00|$       3 7.00|$       3 7.00|$       3 7.00|$       3 7.00|$          3 7.00|$          5 6.00|$         5 6.00|$         7 4.00|$           7 4.00|$          7 4.00|$     1 4.00|5.3|pase|225|libramiento de la piedad
303|941|MORELIA-AEROPUERTO|$      4 1.00|$          8 1.00|$      4 1.00|$    1 62.00|$    1 62.00|$    1 62.00|$    1 62.00|$    1 62.00|$        1 62.00|$        2 44.00|$       2 44.00|$       3 25.00|$         3 25.00|$        3 25.00|||||
304|942|MORELIA-AEROPUERTO|$      1 2.00|$          2 5.00|$      1 2.00|$       4 9.00|$       4 9.00|$       4 9.00|$       4 9.00|$       4 9.00|$          4 9.00|$          7 3.00|$         7 3.00|$         9 8.00|$           9 8.00|$          9 8.00|||||
305|933|Morelia-copandaro (capula-patzcuaro)|$      4 4.00|$          8 9.00|$      5 2.00|$    2 14.00|$    2 14.00|$    2 14.00|$    2 15.00|$    2 15.00|$        2 15.00|$        3 22.00|$       3 22.00|$       4 31.00|$         4 31.00|$        4 31.00||34|pase|247|libramiento de morelia
306|927|Quiroga-patzcuaro (patzcuaro-copandro)|$      3 8.00|$          7 6.00|$      4 4.00|$    1 83.00|$    1 83.00|$    1 83.00|$    1 84.00|$    1 84.00|$        1 84.00|$        2 76.00|$       2 76.00|$       3 68.00|$         3 68.00|$        3 68.00||29.57|pase|247|libramiento de morelia
307|911|PATZCUARO-URUAPAN|$      6 0.00|$        1 21.00|$      6 4.00|$    2 84.00|$    2 84.00|$    2 84.00|$    2 73.00|$    2 73.00|$        2 73.00|$        4 14.00|$       4 14.00|$       5 71.00|$         5 71.00|$        5 71.00||56.5|pase|61|Pátzcuaro-uruapan
308|910|Zirahuen-uruapan|$      3 5.00|$          7 1.00|$      3 7.00|$    1 86.00|$    1 86.00|$    1 86.00|$    1 80.00|$    1 80.00|$        1 80.00|$        2 58.00|$       2 58.00|$       3 56.00|$         3 56.00|$        3 56.00||35.8|pase|61|Pátzcuaro-uruapan
309|912|Zurumucapio-uruapan|$      2 5.00|$          5 0.00|$      2 6.00|$       7 3.00|$       7 3.00|$       7 3.00|$       7 2.00|$       7 2.00|$          7 2.00|$        1 14.00|$       1 14.00|$       1 54.00|$         1 54.00|$        1 54.00||16.5|pase|61|Pátzcuaro-uruapan
310|925|ent. Zirimicuaro-ent. Cajones|$      3 9.00|$          7 8.00|$      3 9.00|$    1 47.00|$    1 47.00|$    1 47.00|$    1 43.00|$    1 43.00|$        1 43.00|$        2 25.00|$       2 25.00|$       2 99.00|$         2 99.00|$        2 99.00||29|pase|122|Uruapan-nueva italia
311|925|Taretan-ent. Cajones|$      3 0.00|$          6 0.00|$      3 0.00|$    1 15.00|$    1 15.00|$    1 15.00|$    1 14.00|$    1 14.00|$        1 14.00|$        1 59.00|$       1 59.00|$       2 26.00|$         2 26.00|$        2 26.00||21|pase|122|Uruapan-nueva italia
312|925|ent. Zirimicuaro-taretan|$        9 .00|$          1 8.00|$      1 1.00|$       2 9.00|$       2 9.00|$       2 9.00|$       2 8.00|$       2 8.00|$          2 8.00|$          6 7.00|$         6 7.00|$         7 6.00|$           7 6.00|$          7 6.00||8|pase|122|Uruapan-nueva italia
313|924|ent. Cajones-ent. Cuatro caminos|$      3 9.00|$          7 8.00|$      3 9.00|$    1 49.00|$    1 49.00|$    1 49.00|$    1 45.00|$    1 45.00|$        1 45.00|$        2 25.00|$       2 25.00|$       2 98.00|$         2 98.00|$        2 98.00||31|pase|122|Uruapan-nueva italia
314|924|ent. Santa casilda-ent. Cuatro caminos|$      3 0.00|$          5 9.00|$      3 0.00|$    1 15.00|$    1 15.00|$    1 15.00|$    1 14.00|$    1 14.00|$        1 14.00|$        1 59.00|$       1 59.00|$       2 25.00|$         2 25.00|$        2 25.00||20|pase|122|Uruapan-nueva italia
315|924|ent. Cajones-ent. Santa casilda|$      1 1.00|$          2 1.00|$      1 1.00|$       3 2.00|$       3 2.00|$       3 2.00|$       3 0.00|$       3 0.00|$          3 0.00|$          6 7.00|$         6 7.00|$         7 5.00|$           7 5.00|$          7 5.00||11|pase|122|Uruapan-nueva italia
316|920|ent. Nueva italia-ent. Las cañas|$      7 2.00|$        1 44.00|$      7 3.00|$    2 89.00|$    2 89.00|$    2 89.00|$    2 87.00|$    2 87.00|$        2 87.00|$        4 29.00|$       4 29.00|$       5 71.00|$         5 71.00|$        5 71.00||57.5|pase|60|nueva italia-lázaro cárdenas
317|919|ent. Las cañas-lazaro cardenas|$   1 06.00|$        2 13.00|$   1 08.00|$    4 33.00|$    4 33.00|$    4 33.00|$    4 29.00|$    4 29.00|$        4 29.00|$        6 42.00|$       6 42.00|$       8 56.00|$         8 56.00|$        8 56.00||99.25|pase|60|nueva italia-lázaro cárdenas
318|919|ent. Las cañas-ent. Feliciano|$      7 2.00|$        1 44.00|$      7 3.00|$    2 89.00|$    2 89.00|$    2 89.00|$    2 87.00|$    2 87.00|$        2 87.00|$        4 29.00|$       4 29.00|$       5 71.00|$         5 71.00|$        5 71.00||70.5|pase|60|nueva italia-lázaro cárdenas
319|919|ent. Feliciano-lazaro cardenas|$      3 5.00|$          7 1.00|$      3 7.00|$    1 47.00|$    1 47.00|$    1 47.00|$    1 45.00|$    1 45.00|$        1 45.00|$        2 16.00|$       2 16.00|$       2 86.00|$         2 86.00|$        2 86.00||28.75|pase|60|nueva italia-lázaro cárdenas
320|1|MÉXICO-CUERNAVACA|$      7 4.00|$        1 49.00|$      7 5.00|$    2 75.00|$    2 75.00|$    2 75.00|$    2 73.00|$    2 73.00|$        2 73.00|$        4 67.00|$       4 67.00|$       6 82.00|$         6 82.00|$        6 82.00|$   1 37.00|61.54|pase|54|México-cuernavaca
321|195|tres marias-cuernavaca|$      2 7.00|$          5 4.00|$      2 7.00|$    1 20.00|$    1 20.00|$    1 20.00|$    1 17.00|$    1 17.00|$        1 17.00|$        2 30.00|$       2 30.00|$       3 33.00|$         3 33.00|$        3 33.00|$     5 9.00|27.5|pase|54|México-cuernavaca
322|224|LA PERA A - CUAUTLA A|$        9 .00|$          1 8.00|$        9 .00|$       3 5.00|$       3 5.00|$       3 5.00|$       3 5.00|$       3 5.00|$          3 5.00|$          5 5.00|$         5 5.00|$         8 2.00|$           8 2.00|$          8 2.00|$     1 8.00||pase||
323|24|la pera-tepoztlan|$      4 1.00|$          8 2.00|$      4 1.00|$    1 45.00|$    1 45.00|$    1 45.00|$    1 42.00|$    1 42.00|$        1 42.00|$        2 32.00|$       2 32.00|$       3 41.00|$         3 41.00|$        3 41.00|$     7 1.00|17.083|pase|32|la pera-cuautla
324|24|LA PERA A - CUAUTLA A|$      3 1.00|$          6 3.00|$      3 2.00|$    1 11.00|$    1 11.00|$    1 11.00|$    1 09.00|$    1 09.00|$        1 09.00|$        1 78.00|$       1 78.00|$       2 64.00|$         2 64.00|$        2 64.00|$     5 5.00||pase||
325|24|LA PERA A - CUAUTLA A|$      3 0.00|$          6 0.00|$      3 0.00|$    1 07.00|$    1 07.00|$    1 07.00|$    1 05.00|$    1 05.00|$        1 05.00|$        1 72.00|$       1 72.00|$       2 55.00|$         2 55.00|$        2 55.00|$     5 3.00||pase||
326|24|LA PERA A - CUAUTLA A|$      2 5.00|$          5 1.00|$      2 6.00|$       9 1.00|$       9 1.00|$       9 1.00|$       8 9.00|$       8 9.00|$          8 9.00|$        1 46.00|$       1 46.00|$       2 13.00|$         2 13.00|$        2 13.00|$     4 5.00||pase||
327|24|LA PERA A - CUAUTLA A|$      2 1.00|$          4 2.00|$      2 1.00|$       7 2.00|$       7 2.00|$       7 2.00|$       7 1.00|$       7 1.00|$          7 1.00|$        1 18.00|$       1 18.00|$       1 73.00|$         1 73.00|$        1 73.00|$     3 6.00||pase||
