id|tollbooth_id|strech_name|motorbike|car|Car-axle|bus-2axle|bus-3axle|bus-4axle|truck-2axle|truck-3axle|truck-4axle|truck-5axle|truck-6axle|truck-7axle|truck-8axle|truck-9axle|Load-axle|road_length_km|fair_ref|sct_idVia|via|Motorbike-axle|Car-rush-hour|Car-evening-hour
400|402|Rosamorada-acaponeta|$   1 05.00|$        2 10.00|$   1 05.00|$    3 45.00|$    3 45.00|$    3 45.00|$    3 45.00|$    3 45.00|$        3 45.00|$        5 80.00|$       5 80.00|$       7 95.00|$         7 95.00|$        7 95.00|$   1 73.00|46.3|pase|204|Tepic-villa unión|||
401|400|Escuinapa-villa union|$   1 20.00|$        2 40.00|$   1 20.00|$    3 90.00|$    3 90.00|$    3 90.00|$    3 90.00|$    3 90.00|$        3 90.00|$        5 90.00|$       5 90.00|$       7 20.00|$         7 20.00|$        7 20.00|$   1 94.00|64.95|pase|204|Tepic-villa unión|||
402|400|Escuinapa-rosario|$      6 0.00|$        1 20.00|$      6 0.00|$    1 95.00|$    1 95.00|$    1 95.00|$    1 95.00|$    1 95.00|$        1 95.00|$        2 95.00|$       2 95.00|$       3 60.00|$         3 60.00|$        3 60.00|$     9 7.00|26.38|pase|204|Tepic-villa unión|||
403|604|LIBRAMIENTO MAZATLÁN|$      3 5.00|$          7 1.00|$      3 3.00|$    1 14.00|$    1 14.00|$    1 14.00|$    1 22.00|$    1 22.00|$        1 22.00|$        1 38.00|$       1 38.00|$       1 75.00|$         1 75.00|$        1 75.00|$     6 0.00|32|pase|177|libramiento de mazatlán|||
404|604|Mazatlan-aeropuerto|$      3 0.00|$          6 0.00|$      2 8.00|$    1 00.00|$    1 00.00|$    1 00.00|$    1 08.00|$    1 08.00|$        1 08.00|$        1 16.00|$       1 16.00|$       1 48.00|$         1 48.00|$        1 48.00|$     5 2.00||pase|||||
405|604|Vainillo-aeropuerto|$      1 3.00|$          2 7.00|$      1 3.00|$       4 0.00|$       4 0.00|$       4 0.00|$       4 4.00|$       4 4.00|$          4 4.00|$          5 2.00|$         5 2.00|$         6 5.00|$           6 5.00|$          6 5.00|$     2 2.00||pase|||||
406|124|MAZATLÁN-CULIACAN|$      9 4.00|$        1 91.00|$      9 5.00|$    3 28.00|$    3 28.00|$    3 28.00|$    3 46.00|$    3 46.00|$        3 46.00|$        3 86.00|$       3 86.00|$       5 04.00|$         5 04.00|$        5 04.00|$   1 73.00||pase|||||
407|601|MAZATLÁN-CULIACAN|$   1 08.00|$        2 18.00|$   1 10.00|$    3 55.00|$    3 55.00|$    3 55.00|$    3 68.00|$    3 68.00|$        3 68.00|$        4 18.00|$       4 18.00|$       5 25.00|$         5 25.00|$        5 25.00|$   1 85.00||pase|||||
408|408|MAZATLÁN-CULIACAN|$   1 08.00|$        2 18.00|$   1 10.00|$    3 55.00|$    3 55.00|$    3 55.00|$    3 68.00|$    3 68.00|$        3 68.00|$        4 18.00|$       4 18.00|$       5 25.00|$         5 25.00|$        5 25.00|$   1 85.00||pase|||||
409|408|ent. La cruz-quila|$      7 6.00|$        1 54.00|$      7 8.00|$    2 65.00|$    2 65.00|$    2 65.00|$    2 75.00|$    2 75.00|$        2 75.00|$        2 86.00|$       2 86.00|$       3 87.00|$         3 87.00|$        3 87.00|$   1 38.00|64.259|pase|51|Mazatlán-culiacán|||
410|408|Quila-costa rica|$      3 2.00|$          6 4.00|$      3 2.00|$       9 0.00|$       9 0.00|$       9 0.00|$       9 3.00|$       9 3.00|$          9 3.00|$        1 32.00|$       1 32.00|$       1 38.00|$         1 38.00|$        1 38.00|$     4 7.00|27.7|pase|51|Mazatlán-culiacán|||
411|603|LIBRAMIENTO CULIACAN|$      2 4.00|$          5 0.00|$      2 5.00|$       8 3.00|$       8 3.00|$       8 3.00|$       8 7.00|$       8 7.00|$          8 7.00|$          9 7.00|$         9 7.00|$       1 26.00|$         1 26.00|$        1 26.00|$     4 3.00|22|pase|233|libramiento de culiacan|||
412|10|PUENTE NACIONAL CULIACAN|$      1 3.00|$          2 6.00|$      1 3.00|$       4 7.00|$       4 7.00|$       4 7.00|$       4 7.00|$       4 7.00|$        1 00.00|$        1 00.00|$       1 46.00|$       1 46.00|$         1 46.00|$        1 46.00|$     2 4.00|0.433|pase|72|puente culiacán|||
413|11|PUENTE NACIONAL SINALOA|$      1 3.00|$          2 6.00|$      1 3.00|$       4 7.00|$       4 7.00|$       4 7.00|$       4 7.00|$       4 7.00|$        1 00.00|$        1 00.00|$       1 46.00|$       1 46.00|$         1 46.00|$        1 46.00|$     2 4.00|0.32|pase|99|puente sinaloa|||
414|557|LIBRAMIENTO CIUDAD OBREGON|$   1 07.00|$        2 15.00|$   1 08.00|$    4 14.00|$    4 14.00|$    4 14.00|$    4 10.00|$    4 10.00|$        4 10.00|$        6 14.00|$       6 14.00|$       7 08.00|$         7 08.00|$        7 08.00|$   2 06.00||pase|||||
415|557|LIBRAMIENTO CIUDAD OBREGON|$      5 7.00|$        1 15.00|$      5 8.00|$    2 53.00|$    2 53.00|$    2 53.00|$    2 53.00|$    2 53.00|$        2 53.00|$        3 80.00|$       3 80.00|$       4 38.00|$         4 38.00|$        4 38.00|$   1 27.00||pase|||||
416|148|estacion don-navojoa|$      5 4.00|$        1 09.00|$      5 5.00|$    1 77.00|$    1 77.00|$    1 77.00|$    1 74.00|$    1 74.00|$        1 74.00|$        2 62.00|$       2 62.00|$       3 01.00|$         3 01.00|$        3 01.00|$     8 7.00|85.2|pase|25|estacion don-nogales|||
417|149|Navojoa-cd. Obregon|$      5 4.00|$        1 09.00|$      5 5.00|$    1 77.00|$    1 77.00|$    1 77.00|$    1 74.00|$    1 74.00|$        1 74.00|$        2 62.00|$       2 62.00|$       3 01.00|$         3 01.00|$        3 01.00|$     8 7.00|63.8|pase|25|estacion don-nogales|||
418|150|cd. obregon-guaymas|$      5 4.00|$        1 09.00|$      5 5.00|$    1 77.00|$    1 77.00|$    1 77.00|$    1 74.00|$    1 74.00|$        1 74.00|$        2 62.00|$       2 62.00|$       3 01.00|$         3 01.00|$        3 01.00|$     8 7.00|107.7|pase|25|estacion don-nogales|||
419|151|libramiento guaymas|$      2 3.00|$          4 6.00|$      2 3.00|$       9 7.00|$       9 7.00|$       9 7.00|$       9 8.00|$       9 8.00|$          9 8.00|$        1 43.00|$       1 43.00|$       1 71.00|$         1 71.00|$        1 71.00|$     4 9.00|21.5|pase|25|estacion don-nogales|||
420|152|Hermosillo-magdalena de kino|$      5 4.00|$        1 09.00|$      5 5.00|$    1 78.00|$    1 78.00|$    1 78.00|$    1 74.00|$    1 74.00|$        1 74.00|$        2 62.00|$       2 62.00|$       3 14.00|$         3 14.00|$        3 14.00|$     8 7.00|169.9|pase|25|estacion don-nogales|||
421|153|libramiento de magdalena de kino|$      1 8.00|$          3 6.00|$      1 8.00|$       5 8.00|$       5 8.00|$       5 8.00|$       5 8.00|$       5 8.00|$          5 8.00|$          9 0.00|$         9 0.00|$       1 16.00|$         1 16.00|$        1 16.00|$     2 9.00|11.9|pase|25|estacion don-nogales|||
422|559|LIBRAMIENTO HERMOSILLO|$      3 7.00|$          7 4.00|$      3 7.00|$    1 63.00|$    1 63.00|$    1 63.00|$    1 63.00|$    1 63.00|$        1 63.00|$        2 44.00|$       2 44.00|$       2 81.00|$         2 81.00|$        2 81.00|$     8 1.00||pase|||||
423|559|LIBRAMIENTO HERMOSILLO|$      7 5.00|$        1 51.00|$      7 5.00|$    3 31.00|$    3 31.00|$    3 31.00|$    3 31.00|$    3 31.00|$        3 31.00|$        4 97.00|$       4 97.00|$       5 73.00|$         5 73.00|$        5 73.00|$   1 66.00||pase|||||
424|559|LIBRAMIENTO HERMOSILLO|$      3 8.00|$          7 7.00|$      3 8.00|$    1 69.00|$    1 69.00|$    1 69.00|$    1 69.00|$    1 69.00|$        1 69.00|$        2 53.00|$       2 53.00|$       2 91.00|$         2 91.00|$        2 91.00|$     8 4.00||pase|||||
425|200|santa lucia-villa union|$   1 01.00|$        2 02.00|$   1 01.00|$    3 97.00|$    3 97.00|$    3 97.00|$    3 97.00|$    3 97.00|$        5 86.00|$        5 86.00|$       8 02.00|$       8 02.00|$         8 02.00|$        8 02.00|$   1 99.00|58.3|pase|218|Durango-mazatlán|||
426|200|santa lucia-concordia|$      7 5.00|$        1 51.00|$      7 6.00|$    3 00.00|$    3 00.00|$    3 00.00|$    3 00.00|$    3 00.00|$        4 35.00|$        4 35.00|$       5 85.00|$       5 85.00|$         5 85.00|$        5 85.00|$   1 50.00|33.3|pase|218|Durango-mazatlán|||
427|200|Concordia-villa union|$      2 5.00|$          5 0.00|$      2 5.00|$    1 00.00|$    1 00.00|$    1 00.00|$    1 00.00|$    1 00.00|$        1 51.00|$        1 51.00|$       2 17.00|$       2 17.00|$         2 17.00|$        2 17.00|$     5 0.00|25|pase|218|Durango-mazatlán|||
428|197|Piloncillo-santa lucia|$   1 91.00|$        3 82.00|$   1 91.00|$    7 56.00|$    7 56.00|$    7 56.00|$    7 56.00|$    7 56.00|$    1 ,112.00|$     1 ,112.00|$   1 ,524.00|$    1 ,524.00|$      1 ,524.00|$    1 ,524.00|$   3 78.00|67.8|pase|218|Durango-mazatlán|||
429|96|ent. Otinapa-piloncillo|$      6 0.00|$        1 20.00|$      6 0.00|$    2 39.00|$    2 39.00|$    2 39.00|$    2 39.00|$    2 39.00|$        3 53.00|$        3 53.00|$       4 82.00|$       4 82.00|$         4 82.00|$        4 82.00|$   1 20.00|59.1|pase|218|Durango-mazatlán|||
430|198|libramiento de durango-ent. Otinapa|$      4 0.00|$           80.00|$      40.00|$     161.00|$     161.00|$     161.00|$     161.00|$     161.00|$        234.00|$         234.00|$       322.00|$        322.00|$          322.00|$        322.00|$      81.00|44.9|pase|218|Durango-mazatlán|||
431|480|Durango-guadalupe victoria|$      7 6.00|$        153.00|$      76.00|$     262.00|$     262.00|$     262.00|$     262.00|$     341.00|$        341.00|$         500.00|$       500.00|$        665.00|$          665.00|$        665.00|$   131.00|49|pase|20|Durango-yerbanis|||
432|481|guadalupe victoria-yerbanis|$      8 8.00|$        1 76.00|$      8 8.00|$    3 01.00|$    3 01.00|$    3 01.00|$    3 01.00|$    3 92.00|$        3 92.00|$        5 74.00|$       5 74.00|$       7 65.00|$         7 65.00|$        7 65.00|$   1 50.00|56.2|pase|20|Durango-yerbanis|||
433|482|Yerbanis-pedriceña|$      8 9.00|$        1 79.00|$      9 0.00|$    2 80.00|$    2 80.00|$    2 80.00|$    2 80.00|$    3 80.00|$        3 80.00|$        5 41.00|$       5 41.00|$       6 89.00|$         6 89.00|$        6 89.00|$   1 41.00|48.55|pase|123|Yerbanís-goméz palacio|||
434|482|Yerbanis-cuencame|$      5 4.00|$        109.00|$      55.00|$     171.00|$     171.00|$     171.00|$     171.00|$     235.00|$        235.00|$         336.00|$       336.00|$        396.00|$          396.00|$        396.00|$      86.00|29.92|pase|123|Yerbanís-goméz palacio|||
435|482|Cuencame-pedriceña|$      3 5.00|$          7 0.00|$      3 5.00|$    1 09.00|$    1 09.00|$    1 09.00|$    1 09.00|$    1 45.00|$        1 45.00|$        2 05.00|$       2 05.00|$       2 93.00|$         2 93.00|$        2 93.00|$     5 5.00|18.63|pase|123|Yerbanís-goméz palacio|||
436|483|Pedriceña-gomez palacio|$   1 19.00|$        2 38.00|$   1 19.00|$    4 25.00|$    4 25.00|$    4 25.00|$    4 25.00|$    5 45.00|$        5 45.00|$        8 01.00|$       8 01.00|$    1 ,041.00|$      1 ,041.00|$    1 ,041.00|$   2 13.00|68.45|pase|123|Yerbanís-goméz palacio|||
437|483|Pedriceña-leon guzman|$      87.00|$        174.00|$      87.00|$     311.00|$     311.00|$     311.00|$     311.00|$     400.00|$        400.00|$         584.00|$       584.00|$        764.00|$          764.00|$        764.00|$   156.00|51.48|pase|123|Yerbanís-goméz palacio|||
438|483|leon guzman-gomez palacio|$      32.00|$           64.00|$      32.00|$     114.00|$     114.00|$     114.00|$     114.00|$     145.00|$        145.00|$         217.00|$       217.00|$        277.00|$          277.00|$        277.00|$      57.00|16.97|pase|123|Yerbanís-goméz palacio|||
439|488|LIBRAMIENTO NORTE DE LA LAGUNA|$      63.00|$        127.00|$      64.00|$     218.00|$     218.00|$     218.00|$     218.00|$     283.00|$        283.00|$         415.00|$       415.00|$        553.00|$          553.00|$        553.00|$   109.00|40.7|pase|241|libramiento norte de la laguna|||
440|488|san pedro-matamoros|$      36.00|$           73.00|$      36.00|$     125.00|$     125.00|$     125.00|$     125.00|$     162.00|$        162.00|$         237.00|$       237.00|$        317.00|$          317.00|$        317.00|$      62.00|17.4|pase|241|libramiento norte de la laguna|||
441|488|Vergel-san pedro|$      2 7.00|$          5 4.00|$      2 8.00|$       9 3.00|$       9 3.00|$       9 3.00|$       9 3.00|$    1 21.00|$        1 21.00|$        1 78.00|$       1 78.00|$       2 36.00|$         2 36.00|$        2 36.00|$     4 7.00|23.3|pase|241|libramiento norte de la laguna|||
442|163|Matamoros-la cuchilla|$      4 8.00|$          9 6.00|$      4 8.00|$    1 67.00|$    1 67.00|$    1 67.00|$    1 45.00|$    1 45.00|$        1 45.00|$        2 12.00|$       2 12.00|$       2 41.00|$         2 41.00|$        2 41.00|$     7 3.00|39.84|pase|120|Torreón-saltillo|||
443|162|loma bonita-puebla|$      8 4.00|$        1 68.00|$      8 4.00|$    2 79.00|$    2 79.00|$    2 79.00|$    2 45.00|$    2 45.00|$        2 45.00|$        3 37.00|$       3 37.00|$       3 82.00|$         3 82.00|$        3 82.00|$   1 23.00|78|pase|120|Torreón-saltillo|||
444|160|gomez palacio-estacion banderas|$      7 7.00|$        1 54.00|$      7 7.00|$    2 23.00|$    2 23.00|$    2 23.00|$    1 96.00|$    1 96.00|$        1 96.00|$        3 30.00|$       3 30.00|$       3 79.00|$         3 79.00|$        3 79.00|$     9 8.00|39|pase|26|goméz palacio-corralitos|||
445|161|estacion banderas-corralitos|$      8 7.00|$        1 75.00|$      8 8.00|$    2 38.00|$    2 38.00|$    2 38.00|$    2 09.00|$    2 09.00|$        2 09.00|$        3 37.00|$       3 37.00|$       3 69.00|$         3 69.00|$        3 69.00|$   1 05.00|112.3|pase|26|goméz palacio-corralitos|||
446|229|Sacramento-aldama|$      2 2.00|$          4 4.00|$      2 2.00|$       7 4.00|$       7 4.00|$       7 4.00|$       7 4.00|$       7 4.00|$          7 4.00|$        1 23.00|$       1 23.00|$       1 51.00|$         1 51.00|$        1 51.00|$     3 7.00|20.277|pase|249|libramiento oriente de chihuahua|||
447|228|Aldama-jimenez|$      21.00|$           43.00|$      22.00|$       74.00|$       74.00|$       74.00|$       74.00|$       74.00|$           74.00|$         123.00|$       123.00|$        149.00|$          149.00|$        149.00|$      37.00|22.027|pase|249|libramiento oriente de chihuahua|||
448|492|Zacatecas-monclova|$      37.00|$           76.00|$      37.00|$     139.00|$     139.00|$     139.00|$     149.00|$     149.00|$        149.00|$         265.00|$       265.00|$        275.00|$          275.00|$        275.00|$      74.00|31.5|pase|219|Monterrey-saltillo y libramiento norponiente de saltillo|||
449|492|Zacatecas-torreon|$      25.00|$           51.00|$      25.00|$       95.00|$       95.00|$       95.00|$     102.00|$     102.00|$        102.00|$         181.00|$       181.00|$        186.00|$          186.00|$        186.00|$      51.00|21.5|pase|219|Monterrey-saltillo y libramiento norponiente de saltillo|||
450|492|Torreon-monclova|$      12.00|$           25.00|$      12.00|$       44.00|$       44.00|$       44.00|$       47.00|$       47.00|$           47.00|$           84.00|$          84.00|$          89.00|$            89.00|$           89.00|$      23.00|10|pase|219|Monterrey-saltillo y libramiento norponiente de saltillo|||
451|491|Monclova-ojo caliente 2|$      29.00|$           59.00|$      29.00|$     107.00|$     107.00|$     107.00|$     118.00|$     118.00|$        118.00|$         221.00|$       221.00|$        230.00|$          230.00|$        230.00|$      58.00|22|pase|219|Monterrey-saltillo y libramiento norponiente de saltillo|||
452|491|Monclova-ojo caliente 1|$      15.00|$           31.00|$      15.00|$       60.00|$       60.00|$       60.00|$       67.00|$       67.00|$           67.00|$         129.00|$       129.00|$        133.00|$          133.00|$        133.00|$      33.00|13.8|pase|219|Monterrey-saltillo y libramiento norponiente de saltillo|||
453|491|ojo caliente 1-ojo caliente 2|$      14.00|$           28.00|$      14.00|$       47.00|$       47.00|$       47.00|$       51.00|$       51.00|$           51.00|$           92.00|$          92.00|$          97.00|$            97.00|$           97.00|$      25.00|8.2|pase|219|Monterrey-saltillo y libramiento norponiente de saltillo|||
454|490|ojo caliente 2-morones prieto|$      71.00|$        143.00|$      71.00|$     269.00|$     269.00|$     269.00|$     294.00|$     294.00|$        294.00|$         532.00|$       532.00|$        555.00|$          555.00|$        555.00|$   147.00|41.6|pase|219|Monterrey-saltillo y libramiento norponiente de saltillo|||
455|490|ojo caliente 2-periferico|$      49.00|$           98.00|$      49.00|$     162.00|$     162.00|$     162.00|$     178.00|$     178.00|$        178.00|$         322.00|$       322.00|$        335.00|$          335.00|$        335.00|$      89.00|28.7|pase|219|Monterrey-saltillo y libramiento norponiente de saltillo|||
456|490|Periferico-morones prieto|$      2 2.00|$          4 5.00|$      2 2.00|$    1 07.00|$    1 07.00|$    1 07.00|$    1 16.00|$    1 16.00|$        1 16.00|$        2 10.00|$       2 10.00|$       2 20.00|$         2 20.00|$        2 20.00|$     5 8.00|12.9|pase|219|Monterrey-saltillo y libramiento norponiente de saltillo|||
457|490|el jonuco-periferico|10|21|10|33|33|33|33|33|33|49|49|49|49|49|16|7.254|operator_site|219|Monterrey-saltillo y libramiento norponiente de saltillo|||
458|490|el jonuco-morones prieto|27|55|27|92|92|92|92|92|92|134|134|134|134|134|46|20.191|operator_site|219|Monterrey-saltillo y libramiento norponiente de saltillo|||
459|140|LIBRAMIENTO ORIENTE DE SALTILLO|$      2 5.00|$          5 1.00|$      2 6.00|$       7 7.00|$       7 7.00|$       7 7.00||||||||||21|pase|42|libramiento oriente de saltillo|||
460|141|puerto mexico-ent. La carbonera|$      3 9.00|$          7 8.00|$      3 9.00|$    1 33.00|$    1 33.00|$    1 33.00|$    1 79.00|$    1 79.00|$        1 79.00|$        2 79.00|$       2 79.00|$       3 47.00|$         3 47.00|$        3 47.00|$     9 0.00|32|pase|31|puerto méxico-ent. La carbonera|||
461|142|puerto mexico-huachichil|$      2 9.00|$          5 9.00|$      3 0.00|$       9 0.00|$       9 0.00|$       9 0.00|$    1 62.00|$    1 62.00|$        1 62.00|$        2 19.00|$       2 19.00|$       2 76.00|$         2 76.00|$        2 76.00|$     8 1.00|32|pase|31|puerto méxico-ent. La carbonera|||
462|421|LIBRAMIENTO MATEHUALA|$      2 2.00|$          4 3.00|$      2 2.00|$       7 0.00|$       7 0.00|$       7 0.00|$       7 0.00|$       7 0.00|$          7 0.00|$        1 32.00|$       1 32.00|$       1 95.00|$         1 95.00|$        1 95.00|$     4 3.00|14.2|pase|176|libramiento de matehuala|||
463|499|PERIFÉRICO DEL ÁREA METROPOLITANA DE Monterrey|$   1 13.00|$        2 21.00|$   1 13.00|$    4 24.00|$    4 24.00|$    4 24.00|$    2 36.00|$    2 36.00|$        2 36.00|$        5 73.00|$       5 73.00|$    1 ,377.00|$      1 ,377.00|$    1 ,377.00|$   2 02.00||pase|||||
464|499|PERIFÉRICO DEL ÁREA METROPOLITANA DE Monterrey|$      7 0.00|$        1 33.00|$      6 8.00|$    2 66.00|$    2 66.00|$    2 66.00|$    1 50.00|$    1 50.00|$        1 50.00|$        3 50.00|$       3 50.00|$       8 35.00|$         8 35.00|$        8 35.00|$   1 30.00||pase|||||
465|499|PERIFÉRICO DEL ÁREA METROPOLITANA DE Monterrey|$      4 3.00|$          8 3.00|$      4 3.00|$    1 74.00|$    1 74.00|$    1 74.00|$    1 01.00|$    1 01.00|$        1 01.00|$        2 29.00|$       2 29.00|$       5 39.00|$         5 39.00|$        5 39.00|$     8 6.00||pase|||||
466|499|PERIFÉRICO DEL ÁREA METROPOLITANA DE Monterrey|$      3 6.00|$          6 6.00|$      3 6.00|$    1 28.00|$    1 28.00|$    1 28.00|$       7 2.00|$       7 2.00|$          7 2.00|$        1 69.00|$       1 69.00|$       3 96.00|$         3 96.00|$        3 96.00|$     6 0.00||pase|||||
467|499|PERIFÉRICO DEL ÁREA METROPOLITANA DE Monterrey|$      2 6.00|$          4 5.00|$      2 6.00|$       7 6.00|$       7 6.00|$       7 6.00|$       4 5.00|$       4 5.00|$          4 5.00|$        1 08.00|$       1 08.00|$       2 56.00|$         2 56.00|$        2 56.00|$     4 0.00||pase|||||
